filename,filepath,emotion,transcription,dataset,emotion_label,gender,method,session
Ses02M_impro05_M002,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M002.wav,neu,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",IEMOCAP,neutral,M,impro0,2
Ses02M_impro05_F023,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F023.wav,neu,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",IEMOCAP,neutral,M,impro0,2
Ses02M_impro02_F014,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F014.wav,sad,I'll miss you too.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F000,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F000.wav,sad,I don't want you to go.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M009,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M009.wav,sad,I've never been - I've never been away from you for two weeks let alone a year.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M008,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M008.wav,sad,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F001,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F001.wav,sad,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F003,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F003.wav,sad,but,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F002,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F002.wav,sad,I don't want to be a single mom.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F006,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F006.wav,sad,I hope so.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F012,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F012.wav,sad,"Will you write me letters, paper ones?",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F013,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F013.wav,sad,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F007,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F007.wav,sad,It's going to be really rough.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F011,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F011.wav,fru,It doesn't make any sense; I don't know why we have to be at war in the first place.,IEMOCAP,frustrated,M,impro0,2
Ses02M_impro02_F005,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F005.wav,sad,I hope so.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M018,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M018.wav,sad,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F004,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F004.wav,sad,It's dangerous; I mean how can you make sure that you'll,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F010,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F010.wav,sad,"I mean can't they put you in like, you know kitchen work or something where you won't get",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_F009,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F009.wav,sad,"Well, just promise me that you going to be safe.",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M014,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M014.wav,neu,"and it'll work out you know, go there and do that. Yeah, I'll be back",IEMOCAP,neutral,M,impro0,2
Ses02M_impro02_M000,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M000.wav,sad,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M001,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M001.wav,sad,"You won't be. I'll be back; I'll be back before you know it. All right, and",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M015,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M015.wav,xxx,"Yeah, of course. I don't know if we'll have computers or anything like that you know, so probably my only option then.",IEMOCAP,xxx,M,impro0,2
Ses02M_impro02_F008,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F008.wav,sad,I'll send you lots of pictures.,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M003,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M003.wav,fru,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",IEMOCAP,frustrated,M,impro0,2
Ses02M_impro02_M017,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M017.wav,sad,"Our baby has a dad, alright. Daddy is going to be back soon.",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M016,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M016.wav,xxx,"Yeah, I'll write you every day 'cause you're the only thing that's going to be on my mind.",IEMOCAP,xxx,M,impro0,2
Ses02M_impro02_M002,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M002.wav,sad,and,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M006,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M006.wav,xxx,You gotta,IEMOCAP,xxx,M,impro0,2
Ses02M_impro02_M012,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M012.wav,xxx,"I know, but it's not our decision, I guess, you know, I mean",IEMOCAP,xxx,M,impro0,2
Ses02M_impro02_M013,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M013.wav,sad,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M007,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M007.wav,sad,"You gotta take care of our baby for me, alright?",IEMOCAP,sad,M,impro0,2
Ses02M_impro02_M011,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M011.wav,xxx,"but, I mean, I'm going to do whatever I can and get back here as fast as I can.",IEMOCAP,xxx,M,impro0,2
Ses02M_impro02_M005,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M005.wav,xxx,A little family.,IEMOCAP,xxx,M,impro0,2
Ses02M_impro02_M004,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M004.wav,xxx,"I'll come back we'll have, you know, some good benefits from being in the service and then we'll live - we'll live a happy life, then the rest of us, like the three of us.",IEMOCAP,xxx,M,impro0,2
Ses02M_impro02_M010,Data/IEMOCAP/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M010.wav,xxx,"No, it doesn't work that way",IEMOCAP,xxx,M,impro0,2
Ses02F_impro05_M018,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M018.wav,neu,"Well, that's--that's what I'm saying--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_F005,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F005.wav,sur,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.",IEMOCAP,surprised,F,impro0,2
Ses02F_impro05_F011,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F011.wav,fru,I didn't sign anything.,IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F010,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F010.wav,ang,"Because you don't seem to care very much, you know.",IEMOCAP,angry,F,impro0,2
Ses02F_impro05_F004,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F004.wav,neu,How much?,IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M019,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M019.wav,neu,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over.",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_F012,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F012.wav,xxx,"I didn't agree.  [GARBAGE] I paid the airline to take care of things for me.  When you pay for something, there should be some sort of guarantee that it's gonna come through.",IEMOCAP,xxx,F,impro0,2
Ses02F_impro05_F006,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F006.wav,ang,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",IEMOCAP,angry,F,impro0,2
Ses02F_impro05_F007,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F007.wav,fru,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?",IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F013,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F013.wav,fru,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F017,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F017.wav,fru,"Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--",IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F003,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F003.wav,sur,How do you lose a suitcase?  A huge suitcase?,IEMOCAP,surprised,F,impro0,2
Ses02F_impro05_F002,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F002.wav,sur,Some problems?  What is that supposed to mean?,IEMOCAP,surprised,F,impro0,2
Ses02F_impro05_F016,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F016.wav,fru,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?",IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_M009,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M009.wav,neu,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M021,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M021.wav,neu,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out.",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_F000,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F000.wav,neu,"Hi, um, excuse me, I believe that the airline lost my baggage.",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_F014,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F014.wav,fru,But fifty dollars isn't going to get me anything.,IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F015,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F015.wav,fru,Isn't there anything else you can do?,IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F001,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F001.wav,neu,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M020,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M020.wav,neu,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person.",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M008,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M008.wav,neu,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M005,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M005.wav,neu,"Um, we'd be willing to give you uh fifty dollars for--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M011,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M011.wav,neu,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_F018,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F018.wav,fru,There needs to be better security here.,IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F019,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F019.wav,ang,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.,IEMOCAP,angry,F,impro0,2
Ses02F_impro05_M010,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M010.wav,neu,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M004,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M004.wav,neu,"Uh, But, we are willing to reimburse you for the bag and and for the contents--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M012,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M012.wav,neu,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M006,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M006.wav,neu,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M007,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M007.wav,neu,"I think, um, maybe you can file a claim if you want and turn it in to our main office--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M013,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M013.wav,neu,"Well, there are-there are some shops here in- in the airport--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M017,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M017.wav,neu,but Unfortunately sometimes is--,IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M003,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M003.wav,neu,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen.",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_F022,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F022.wav,fru,Thank you very much.,IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_M002,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M002.wav,neu,"Uh, well some-some of the bags were--were lost on the way over here. uh-",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M016,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M016.wav,neu,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M000,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M000.wav,neu,"Um, okay, it didn't--didn't come out on the carrousel--",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M014,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M014.wav,neu,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you",IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_F009,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F009.wav,xxx,Haven't you ever lost baggage?  I mean isn't there anything else you do?,IEMOCAP,xxx,F,impro0,2
Ses02F_impro05_F021,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F021.wav,xxx,Thank you.,IEMOCAP,xxx,F,impro0,2
Ses02F_impro05_F020,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F020.wav,fru,"Well, can I at least have my fifty dollars, please?",IEMOCAP,frustrated,F,impro0,2
Ses02F_impro05_F008,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F008.wav,xxx,"I need my stuff.  It's--I need my stuff.  I mean, uh...",IEMOCAP,xxx,F,impro0,2
Ses02F_impro05_M015,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M015.wav,neu,probably even talk to--,IEMOCAP,neutral,F,impro0,2
Ses02F_impro05_M001,Data/IEMOCAP/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M001.wav,neu,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--",IEMOCAP,neutral,F,impro0,2
Ses02F_script01_1_F044,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F044.wav,sad,I can see that.,IEMOCAP,sad,F,script,2
Ses02F_script01_1_F042,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F042.wav,fru,"All right.  Just-- just don't go thinkin' that way, you hear me?",IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F043,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F043.wav,fru,"I don't understand you, do I?",IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F041,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F041.wav,xxx,"All right, but just don't go thinkin' like that 'cause otherwise what did we work for?  I mean, the whole thing is for you, Chris.  The whole shootin' match is for you.",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_F040,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F040.wav,ang,"Well, you don't want to think like that.",IEMOCAP,angry,F,script,2
Ses02F_script01_1_M006,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M006.wav,xxx,I guess he is.,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M012,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M012.wav,fru,We've got to say it to him.,IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F027,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F027.wav,neu,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",IEMOCAP,neutral,F,script,2
Ses02F_script01_1_F033,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F033.wav,fru,"I mean, what's gonna happen to your father?  Do you know?  I don't.",IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F032,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F032.wav,fru,"I don't want a diagram.  Umm-- He thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.",IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F026,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F026.wav,neu,[BREATHING] Have you asked Annie yet?,IEMOCAP,neutral,F,script,2
Ses02F_script01_1_M013,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M013.wav,ang,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",IEMOCAP,angry,F,script,2
Ses02F_script01_1_M007,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M007.wav,xxx,"I don't know the meaning of it.  But, I know one thing Mom, we made a terrible mistake with Dad.",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M039,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M039.wav,xxx,"I want a family.  I want kids.  I want something that I can give myself to.  Annie's in the middle of that.  Now, where do I find it?",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M011,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M011.wav,ang,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,IEMOCAP,angry,F,script,2
Ses02F_script01_1_M005,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M005.wav,xxx,I could hear him right through the floor of my room.,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_F018,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F018.wav,neu,"Well, that's only your business, Chris.",IEMOCAP,neutral,F,script,2
Ses02F_script01_1_F030,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F030.wav,fru,I just don't see why it has to be Annie.,IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F024,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F024.wav,fru,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F025,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F025.wav,neu,You're a considerate fellow.  There's nothing wrong with that.,IEMOCAP,neutral,F,script,2
Ses02F_script01_1_F031,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F031.wav,fru,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years.",IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_F019,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F019.wav,ang,What do you want me to do?  You're old enough to know your own mind.,IEMOCAP,angry,F,script,2
Ses02F_script01_1_M004,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M004.wav,xxx,No.  I thought it was best to leave him alone.,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M010,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M010.wav,xxx,"No, I don't want to argue with him, but it's about time he realized that nobody believes Larry's alive anymore?",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M038,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M038.wav,ang,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",IEMOCAP,angry,F,script,2
Ses02F_script01_1_M014,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M014.wav,xxx,"Sit down, Mom.  I want to talk to you.",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M000,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M000.wav,xxx,He saw it.,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M028,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M028.wav,xxx,"So what, I'm not fast with women.",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_F035,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F035.wav,sur,What the hell is this?,IEMOCAP,surprised,F,script,2
Ses02F_script01_1_F021,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F021.wav,neu,I'm just saying that--,IEMOCAP,neutral,F,script,2
Ses02F_script01_1_F009,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F009.wav,xxx,What?,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_F008,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F008.wav,xxx,He's getting just like after he died.  What is the meaning of that?,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_F020,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F020.wav,xxx,"Well, you want to make sure that your father isn't going to--",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_F034,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F034.wav,fru,I just--give it some more thought.,IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_M029,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M029.wav,neu,Because it is.,IEMOCAP,neutral,F,script,2
Ses02F_script01_1_M001,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M001.wav,xxx,He was out here when it broke.,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M015,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M015.wav,fru,All right.  All right.  Listen to me.  You know why I brought Annie here don't you?,IEMOCAP,frustrated,F,script,2
Ses02F_script01_1_M003,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M003.wav,xxx,"I don't know.  When it cracked, he ran back in the house and cried in the kitchen.",IEMOCAP,xxx,F,script,2
Ses02F_script01_1_M017,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M017.wav,neu,I'm gonna ask her to marry me.,IEMOCAP,neutral,F,script,2
Ses02F_script01_1_F022,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F022.wav,xxx,I ignore what I gotta ignore.  The girl is Larry's girl.,IEMOCAP,xxx,F,script,2
Ses02F_script01_1_F036,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F036.wav,ang,Are you crazy?,IEMOCAP,angry,F,script,2
Ses02F_script01_1_F037,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F037.wav,ang,What about the business?  What the hell is this?,IEMOCAP,angry,F,script,2
Ses02F_script01_1_F023,Data/IEMOCAP/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F023.wav,fru,"From your father's point of view, he isn't dead.  And you've no right to take his girl.",IEMOCAP,frustrated,F,script,2
